SKU,Product_Name,Parent,Category,Sub_Category,Phone_Model,Base_units_per_mo,ASP,Oct_units,Oct_gross_rev,Nov_units,Nov_gross_rev,COGS,Oct_COGS_value,Oct_margin,Oct_margin_%,Mapped,Sold_in_Sep_HPS,In_inventory_7Sep,In_team_plan,event_dependent,lifecycle
NVY-BLU-LTHER-AP-ARPD3,Navy Blue Leatherite AirPods 3 Case Cover,Leatherite Airpods,Cases And Sleeves,Airpods Case Cover,,8.0,1274.0,11,13130.590089275218,9,10920.140143721212,337.0,3707.0,9423.590089275218,71.76821472000869,True,True,True,True,False,Continue (active Jul/Aug26)
NAVY-BLUE-CADY-CROSSBODY,Midnight Blue Caddy Crossbody Bag,Caddy Crossbody,Bags and Backpacks,Crossbody Bags,,10.5,1241.857142857143,11,13119.631510427727,12,14306.88971779401,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
SEATH-PRTCTR-APLCTOR-AP-IPH15PLS,iPhone 15 Plus - Sheath Screen Protector with Applicator Tray,Screen Protector,Accessories,Screen Guards,,25.5,672.5294117647059,20,13112.030607341405,19,12761.744166394945,151.0,3020.0,10092.030607341405,76.96771697353188,True,True,True,True,False,Continue (active Jul/Aug26)
SND-PVT-WRKPACK,Pivot Workpack - Sand,Pivot Workpack,Bags and Backpacks,Backpacks,,3.0,4332.333333333333,4,13076.870335597929,4,14260.258879724586,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
LIGHT-TRAVEL-GFT-BUNDLE,,LIGHT-TRAVEL-GFT-BUNDLE,Gifts,Gifts,,2.0,4299.0,4,13073.35355028406,2,6220.197100220065,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
MSTRD-CLVE-FELD-TOTE-BAG,Mustard-Clove Field Tote Bag,Field Tote,Bags and Backpacks,Tote Bags,,7.0,1856.142857142857,8,13072.845754437474,8,14255.870094965112,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
BRGND-URBNGNTLMAN-LEATHER-WLT,Scarlet Red UrbanGentleman Leather Men's Wallet,UrbanGentleman,Wallet and Pouches,Men's Wallets,,20.5,1255.0975609756097,11,13040.662563853364,10,12518.292021765328,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
TAN-FLPTOP-LEATHER-CASH-CRD-WLT,Cider Brown Fliptop Leather Cash & Card Wallet,Fliptop,Wallet and Pouches,Card Wallets,,32.0,799.0,17,12958.8083885269,16,12439.716683670336,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
HALO-2-0-MGS-RTBL-STND-AP-IPH16,,Halo 2.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,10.0,1001.5,13,12902.556882269557,11,10730.49485276373,,,,,True,False,True,True,False,Continue (active Jul/Aug26)
TEMP-GLAS-APLCTOR-AP-IPH13PRO,iPhone 13 Pro - Sheath Screen Protector with Applicator Tray,Screen Protector,Accessories,Screen Guards,,27.0,624.925925925926,21,12900.62639946771,21,12555.987598447877,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
SGE-GRN-PLAT-YFLD-MGNTC-IPAR-13-2025,Sage Green Pleat Y-Fold Magnetic iPad Case for iPad Air 13 (M3) 2025,Y-Fold,Cases And Sleeves,Tablet Sleeves,,4.0,2499.0,6,12878.07874140454,5,10710.13744864965,705.0,4230.0,8648.07874140454,67.15348550867257,True,True,True,True,False,Continue (active Jul/Aug26)
RFLX-MAGSF-SHLD-AP-IPH16PLS,DailyObjects Reflex MagSafe Shield Case Cover For iPhone 16 Plus,Reflex MagSafe,Cases And Sleeves,Designer Cases,iPhone 16 Plus,9.5,1046.3684210526317,13,12806.57680361463,11,10650.6723997901,320.0,4160.0,8646.57680361463,67.51669033971788,True,True,True,True,False,Continue (active Jul/Aug26)
GRY-BLU-WRST-LNYRD-CORD,Grey-Blue Wrist Lanyard - Cord,Phone Lanyard,Accessories,Phone Lanyards,,26.5,631.0754716981132,21,12786.322858501644,20,12444.737663879752,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
ALL-MSTRD-SNDY-CROSBODY,Mustard Sunday Crossbody Bag,Sunday Crossbody,Bags and Backpacks,Crossbody Bags,,9.0,1410.111111111111,10,12768.989876823369,10,13924.51684562474,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
FORST-GRN-SCOU-CROSSBODY-BAG,Forest Green Scout Crossbody Bag,Scout Crossbody Bag,Accessories,Phone Bags,,12.0,1390.6666666666667,10,12759.18054609833,9,12418.32045533682,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-STCK-SGNTUR-PHN-SS-GLS26PLS,Carbon Stack Signature Phone Case Cover for Samsung Galaxy S26 Plus,Stack Signature,Cases And Sleeves,Designer Cases,Galaxy S26 Plus,7.5,1319.0,10,12744.737289850382,9,10599.243168344005,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
RED-ENML-BMPR-MGSAF-AP-IPH14,Red Enamel Bumper MagSafe iPhone 14 Case,Enamel,Cases And Sleeves,Designer Cases,iPhone 14,13.5,732.3333333333334,18,12737.007350629852,15,10592.81451441324,288.0,5184.0,7553.007350629852,59.29970159164862,True,True,True,True,True,Continue (active Jul/Aug26)
BEM-PHN-SS-GLS23PLS,Beam Phone Case Cover for Samsung Galaxy S23 Plus,Beam,Cases And Sleeves,Designer Cases,Galaxy S23 Plus,15.5,632.5483870967741,20,12631.364847949262,17,10504.956244026158,96.0,1920.0,10711.364847949262,84.79974236266544,True,True,True,False,False,Continue (active Jul/Aug26)
HALO-2-0-MGS-RTBL-STND-AP-IPH16E,Halo 2.0 MagSafe Case with Rotatable Stand Case Cover For iPhone 16E,Halo 2.0,Cases And Sleeves,Designer Cases,iPhone 16e,10.0,979.0,13,12612.684161499645,11,10489.42033036015,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
HALO-2-0-MGS-RTBL-STND-AP-IPH13PRO,Halo 2.0 MagSafe Case with Rotatable Stand Case Cover For iPhone 13 Pro,Halo 2.0,Cases And Sleeves,Designer Cases,iPhone 13 Pro,10.5,932.3333333333334,14,12612.039999897934,12,10488.884609199253,414.0,5796.0,6816.039999897934,54.043913593305234,True,True,True,True,True,Continue (active Jul/Aug26)
STRD-2-0-CLR-MEGSAF-SS-GLS25EDGE,DailyObjects Stride 2.0 Clear Magnetic Phone Case Cover For Samsung Galaxy S25 Edge,Stride 2.0,Cases And Sleeves,Designer Cases,Galaxy S25 Edge,13.0,752.8461538461538,17,12608.81919188938,14,10486.20600339477,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
ULTRM-BLUE-SKINFIT-VGN-LTHR-WLET,Ultramarine Blue SkinnyFit Vegan Leather Wallet,SkinnyFit,Wallet and Pouches,Card Wallets,,62.5,397.0,32,12575.893035838692,31,12072.13979245816,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
DEEP-SEA-MILS-ROLL-TOP-BACKPCK,Deep Sea Miles Roll Top Backpack,Miles Roll Top,Bags and Backpacks,Backpacks,,4.0,3124.0,5,12572.791545251344,5,13710.563588600326,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
IVRY-GRN-VESL-LTHR-PCKT-TOTE,Ivory-Green Vessel Leather Pocket Tote,Vessel Tote,Bags and Backpacks,Tote Bags,,8.0,1561.5,9,12568.76696409089,9,13706.174803840851,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
SEATH-PRTCTR-APLCTOR-AP-IPH16PLS,iPhone 16 Plus - Sheath Screen Protector with Applicator Tray,Screen Protector,Accessories,Screen Guards,,23.5,699.0,18,12559.244920930263,18,12223.726088182544,151.0,2718.0,9841.244920930263,78.35857157725786,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-ENML-BMPR-MGSAF-AP-IPH13MINI,Black Enamel Bumper MagSafe iPhone 13 Mini Case,Enamel,Cases And Sleeves,Designer Cases,iPhone 13 Mini,10.0,974.0,13,12548.268001328554,11,10435.848214270469,288.0,3744.0,8804.268001328554,70.16321296609537,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-BLU-TRGNO-MUSE-PAD,Black-Blue Trigono Mouse Pad,Mouse Pad,Home Office,Desks,,20.5,697.780487804878,18,12525.59852270181,20,13487.711898679085,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
TEMP-GLAS-APLCTOR-AP-IPH14PRO,iPhone 14 Pro - Sheath Screen Protector with Applicator Tray,Screen Protector,Accessories,Screen Guards,,26.0,629.7692307692307,20,12519.104881460577,20,12184.658385407783,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
HALO-2-0-MGS-RTBL-STND-AP-IPH15PROMAX,,Halo 2.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,10.0,969.0,13,12483.851841157462,11,10382.276098180782,414.0,5382.0,7101.851841157462,56.88830604143891,True,False,True,True,False,Continue (active Jul/Aug26)
CHRM-YELW-VGN-LTHR-ZIP-WALLET,,Zip Wallet,Wallet and Pouches,Wallet and Pouches,,27.5,895.3636363636364,14,12479.59400604285,14,11979.698218228756,,,,,True,False,True,True,False,Continue (active Jul/Aug26)
MNT-ENML-BMPR-MGSAF-AP-IPH17PROMAX,Mint Enamel Bumper MagSafe iPhone 17 Pro Max Case,Enamel,Cases And Sleeves,Designer Cases,iPhone 17 Pro Max,7.5,1279.0,10,12358.240328823837,9,10277.810471805898,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
RED-BLK-DART-DESK-MAT-R2,Red-Black Dart Organiser Desk Mat (r2),Dart Desk Mat,Home Office,Desks,,8.0,1761.5,8,12339.524931449118,8,13287.34566578249,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
MUST-YELW-DOB-TXI-PUCH-LARGE,DailyObjects Mustard Yellow Jumbo Taxi Organiser,Taxi Organiser,Home Office,Organisers,,10.5,1341.857142857143,10,12337.335830375556,10,13284.988415983707,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CIDR-BRWN-CRDSAFD-PHN-WALT,DailyObjects Cider Brown CardSafe Leather Phone Wallet,CardSafe,Accessories,Phone Wallets,,23.0,699.0,18,12292.026943889194,18,11963.646809710574,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
GRN-ALIG-A5-HNDCVER-NTBK-1-0,Green Align A5 Hardcover Notebook 1.0,Notebook 1.0,Home Office,Notebooks,,14.0,999.0,13,12246.707045930129,14,13187.398274314071,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
SEATH-GLAS-PROTC-AP-IPAIR13-2025,iPad Air 13 (M3) 2025 - Sheath Screen Protector with Applicator Tray,Screen Protector,Accessories,Screen Guards,,21.5,744.3488372093024,17,12235.83088863163,16,11908.95202582591,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-HYBRD-MGNTIC-ARMR-AP-IPH16E,DailyObjects Black Armour MagSafe Phone Case Cover For iPhone 16e,Armour,Cases And Sleeves,Designer Cases,iPhone 16e,9.5,999.0,13,12226.83136207481,11,10168.523354982945,238.0,3094.0,9132.83136207481,74.69499735150539,True,True,True,True,False,Continue (active Jul/Aug26)
RFLX-MAGSF-SHLD-AP-IPH17AIR,DailyObjects Reflex MagSafe Shield Case Cover For iPhone Air,Reflex MagSafe,Cases And Sleeves,Designer Cases,iPhone Air,12.0,790.6666666666666,16,12223.610554066256,13,10165.84474917846,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
ORNG-HYBRD-MGNTIC-ARMR-AP-IPH16PROMAX,DailyObjects Orange Armour MagSafe Phone Case Cover For iPhone 16 Pro Max,Armour,Cases And Sleeves,Designer Cases,iPhone 16 Pro Max,8.0,1180.25,11,12164.34768670885,9,10116.55840237595,374.0,4114.0,8050.34768670885,66.17985521332076,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-FRSTD-CLR-GO-PIXEL9A,,Frosted Clear,Cases And Sleeves,Cases And Sleeves,,10.5,899.0,14,12161.126878700295,12,10113.879796571464,231.0,3234.0,8927.126878700295,73.40706965516316,True,False,True,True,False,Continue (active Jul/Aug26)
STRD-2-0-CLR-DO-SS-GLS23ULTRA,DailyObjects Stride 2.0 Clear Case Cover For Samsung Galaxy S23 Ultra,Stride 2.0,Cases And Sleeves,Designer Cases,Galaxy S23 Ultra,16.0,586.5,21,12089.624940910386,18,10054.414747711917,125.0,2625.0,9464.624940910386,78.28716760999593,True,True,True,True,False,Continue (active Jul/Aug26)
OLIV-GRN-MRCH-CROSSBODY-BAG-RGLR,Olive Green March Crossbody Bag Regular,March Crossbody,Bags and Backpacks,Crossbody Bags,,9.0,1332.3333333333333,10,12064.688173744304,10,13156.47951271659,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
STRD-2-0-THE-DRIF-AP-IPH17PRO,The Drifters Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,Stride 2.0,Cases And Sleeves,Designer Cases,iPhone 17 Pro,8.5,1099.0,11,12034.87120476496,10,10008.878449035685,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-2-0-WOOF-TRI-AP-IPH17,DailyObjects Woof Tribe Stride 2.0 MagSafe Case Cover For iPhone 17,Stride 2.0,Cases And Sleeves,Designer Cases,iPhone 17,8.5,1099.0,11,12034.87120476496,10,10008.878449035685,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-GRY-MAGSF-SS-GLS25PLS,DailyObjects Grey Stride Magnetic Phone Case Cover For Samsung Galaxy S25 Plus,Stride Clear,Cases And Sleeves,Designer Cases,Galaxy S25 Plus,13.0,718.2307692307693,17,12029.07375034956,14,10004.056958587613,238.0,4046.0,7983.07375034956,66.36482505660567,True,True,True,True,False,Continue (active Jul/Aug26)
WLNT-BRWN-DOB-FOLDAWAY-EYEWEAR-CASE,,Eyewear Cover,Travel,Travel,,18.5,934.1351351351352,13,12015.086104112754,15,13318.608189194463,,,,,True,False,True,True,False,Continue (active Jul/Aug26)
INDGO-STCK-PHN-GO-PIXEL10PRO,Indigo Stack Phone Case Cover for Google Pixel 10 Pro,Stack Plain,Cases And Sleeves,Designer Cases,Google Pixel 10 Pro,6.5,1429.7692307692307,9,11973.03169100071,7,9957.449217589588,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BLUE-MSTRD-YIK-ARTAG-CASE-RND,Blue-Yellow Yika AirTag Case,AirTag,Cases And Sleeves,AirTag Cases,,18.5,499.0,24,11893.155652388556,20,9891.01979363838,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
GRY-VLUR-UNVRSAL-WTHBAND-22,Grey Velour Universal WatchBand for Samsung/OnePlus/Fitbit Smartwatches (22mm),Watchband - Velour,Accessories,Watch Straps,,12.0,1294.8333333333333,10,11879.92253866706,9,11562.551727889711,382.0,3820.0,8059.9225386670605,67.8449081838154,True,True,True,True,False,Continue (active Jul/Aug26)
CRBN-STCK-SGNTUR-PHN-GO-PIXEL10PRO,Carbon Stack Signature Phone Case Cover for Google Pixel 10 Pro,Stack Signature,Cases And Sleeves,Designer Cases,Google Pixel 10 Pro,6.5,1414.3846153846157,9,11844.199370658527,7,9850.30498541022,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BLK-ENML-BMPR-MGSAF-AP-IPH16PLS,Black Enamel Bumper MagSafe iPhone 16 Plus Case,Enamel,Cases And Sleeves,Designer Cases,iPhone 16 Plus,8.0,1149.0,11,11842.266885853396,9,9848.697821927528,288.0,3168.0,8674.266885853396,73.24836511002427,True,True,True,True,True,Continue (active Jul/Aug26)
MSTRD-CONVY-ADPTR-CASE-MC-P13-2020,Mustard Convoy Leather Adapter Case (67W),Convoy Adapter,Home Office,Organisers,,13.5,999.0,12,11809.324651432624,13,12716.41976451714,,,,,True,True,False,True,True,Continue (active Jul/Aug26)
BLK-BLUE-DART-DESK-MAT-R2,Black-Blue Dart Organiser Desk Mat (r2),Dart Desk Mat,Home Office,Desks,,7.5,1785.6666666666667,7,11727.014451066729,8,12627.787172082884,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CRMSON-GRY-LTHR-MGSAF-AP-IPH17AIR,Crimson-Grey Leatherite MagSafe Phone Case Cover for iPhone Air,Leatherite,Cases And Sleeves,Designer Cases,iPhone Air,5.5,1653.5454545454545,8,11716.655373519769,6,9744.232195552644,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CORL-STCK-PHN-GO-PIXEL10,Coral Stack Phone Case Cover for Google Pixel 10,Stack Plain,Cases And Sleeves,Designer Cases,Google Pixel 10,7.0,1299.0,10,11714.722888714636,8,9742.625032069956,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
MNT-ENML-BMPR-MGSAF-AP-IPH14PROMAX,Mint Enamel Bumper MagSafe iPhone 14 Pro Max Case,Enamel,Cases And Sleeves,Designer Cases,iPhone 14 Pro Max,9.0,1010.1111111111112,12,11712.146242307792,10,9740.482147426366,288.0,3456.0,8256.146242307792,70.49217172924386,True,True,True,True,False,Continue (active Jul/Aug26)
STRD-3-0-JET-RANG-SS-GLS26ULTRA,DailyObjects Jet Ranger Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26 Ultra,Stride 3.0,Cases And Sleeves,Designer Cases,Galaxy S26 Ultra,10.5,865.6666666666666,14,11710.21375750266,12,9738.874983943677,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
BOQUET-CHRM,Puft Bouquet Charm,PUFT Charms,Bags and Backpacks,Bags Accessories,,14.5,802.448275862069,15,11707.003523109155,16,12766.426267218238,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
ALL-MSTRD-CMUTE-MSG-MED,All Mustard Commute Messenger Bag - Medium,Commute Messenger,Bags and Backpacks,Messenger Bags,,3.5,3299.0,4,11617.456592289102,4,12668.775806319916,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
LIME-ENML-BMPR-MGSAF-AP-IPH15PLS,Lime Enamel Bumper MagSafe iPhone 15 Plus Case,Enamel,Cases And Sleeves,Designer Cases,iPhone 15 Plus,8.0,1124.0,11,11584.602245169031,9,9634.409357568791,288.0,3168.0,8416.602245169031,72.65335543720452,True,True,True,True,True,Continue (active Jul/Aug26)
WHT-BEM-2-0-MGSAF-AP-IPH13,,Beam 2.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,9.0,999.0,12,11583.31392196561,10,9633.337915247,,,,,True,False,True,True,False,Continue (active Jul/Aug26)
STRD-3-0-THE-SURV-AP-IPH15,The Survivors Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,10.0,899.0,13,11582.025598762188,11,9632.266472925205,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-THE-SURV-AP-IPH16,The Survivors Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,10.0,899.0,13,11582.025598762188,11,9632.266472925205,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
NIMBS-MAGSAF-2-0-PHN-AP-IPH16,Nimbus MagSafe 2.0 Phone Case Cover For iPhone 16,Nimbus MagSafe,Cases And Sleeves,Designer Cases,iPhone 16,10.5,856.1428571428571,14,11581.381437160477,12,9631.730751764308,329.0,4606.0,6975.381437160477,60.22926949611549,True,True,True,True,False,Continue (active Jul/Aug26)
CORL-PVT-CARYPACK,Pivot Carrypack - Coral,Pivot Carrypack,Bags and Backpacks,Backpacks,,2.5,4599.0,3,11568.155473073568,3,12615.013193016344,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
WANDRLST-GFT-BUNDLE,,WANDRLST-GFT-BUNDLE,Gifts,Gifts,,2.0,3799.0,4,11552.842553507597,2,5496.750124153531,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
DEEP-NAVY-CRDSAFD-PHN-WALT,,CardSafe,Accessories,Accessories,,21.5,699.0,17,11490.373012765986,16,11183.408974294667,,,,,True,False,True,True,False,Continue (active Jul/Aug26)
LIME-ELPS-LTHR-AP-WATCHBND-38,Lime Ellipse Leather Apple Watch Band (38/40/41mm),Watchband - Ellipse Leather,Accessories,Watch Straps,,5.0,2999.0,4,11464.759844723423,4,11158.480059190771,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
FOLDAWAY-EYEWEAR-TAN,DailyObjects Tan Faux Leather Foldaway Slim Eyewear/Sunglass Case,Eyewear Cover,Travel,Eyewear Cases,,17.5,941.8571428571428,13,11459.57565668712,14,12702.830163955545,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
THE-MINI-TCH-NUT-GFT-BNDL,,THE-MINI-TCH-NUT-GFT-BNDL,Gifts,Gifts,,5.0,1499.0,8,11396.229920839618,4,5422.235085618678,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
HALO-2-0-MGS-RTBL-STND-AP-IPH14PLS,Halo 2.0 MagSafe Case with Rotatable Stand Case Cover For iPhone 14 Plus,Halo 2.0,Cases And Sleeves,Designer Cases,iPhone 14 Plus,9.0,982.3333333333334,12,11390.065441452336,10,9472.621566977949,414.0,4968.0,6422.065441452336,56.383042524762395,True,True,True,True,False,Continue (active Jul/Aug26)
COLRBLCK-PUFT-MINI-BAG-CHRM,Colourblock Puft Mini Bag Charm,PUFT Charms,Bags and Backpacks,Bags Accessories,,11.5,981.608695652174,12,11357.871107439963,13,12385.699189333767,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
INDGO-STCK-PHN-GO-PIXEL10PROXL,Indigo Stack Phone Case Cover for Google Pixel 10 Pro XL,Stack Plain,Cases And Sleeves,Designer Cases,Google Pixel 10 Pro XL,6.0,1465.6666666666667,8,11329.51425089151,7,9422.263777853645,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
RED-ENML-BMPR-MGSAF-AP-IPH16PLS,Red Enamel Bumper MagSafe iPhone 16 Plus Case,Enamel,Cases And Sleeves,Designer Cases,iPhone 16 Plus,7.5,1172.3333333333333,10,11327.581766086378,9,9420.656614370952,288.0,2880.0,8447.581766086378,74.57533249839409,True,True,True,True,False,Continue (active Jul/Aug26)
STRD-2-0-DEAR-DRAG-AP-IPH17,DailyObjects Dear Dragon Stride 2.0 MagSafe Case Cover For iPhone 17,Stride 2.0,Cases And Sleeves,Designer Cases,iPhone 17,8.0,1099.0,11,11326.937604484669,9,9420.120893210056,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-2-0-WOOF-TRI-AP-IPH17PRO,DailyObjects Woof Tribe Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,Stride 2.0,Cases And Sleeves,Designer Cases,iPhone 17 Pro,8.0,1099.0,11,11326.937604484669,9,9420.120893210056,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
GRN-AIR-SKN-SLM-DOB-SS-ZFLD5,Green Air Skin Slim Case For Samsung Galaxy Z Fold 5,Air Skin Slim,Cases And Sleeves,Designer Cases,Galaxy Z Fold 5,12.0,732.3333333333334,16,11321.78431167098,13,9415.83512392288,239.0,3824.0,7497.784311670979,66.22440514029174,True,True,True,True,False,Continue (active Jul/Aug26)
SEGRAS-PVT-WRKPACK,Pivot Workpack - Seagrass,Pivot Workpack,Bags and Backpacks,Backpacks,,2.5,4499.0,3,11316.619150545332,3,12340.71414554915,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CHRCOL-DUFLE,Charcoal Gravity Duffle Bag,Gravity Duffle,Bags and Backpacks,Duffle Bags,,3.0,3749.0,4,11316.116077900277,4,12340.165547454217,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
SGE-GRN-PLAT-YFLD-MGNTC-IPPRO5-12-9,Sage Green Pleat Y-Fold Magnetic iPad Case for iPad Pro 5 2021 12.9 Inch,Y-Fold,Cases And Sleeves,Tablet Sleeves,,3.5,2499.0,5,11268.318898728974,4,9371.370267568444,705.0,3525.0,7743.318898728974,68.71760524635484,True,True,True,True,True,Continue (active Jul/Aug26)
BLK-PLAT-YFLD-MGNTC-IPPRO4-12-9,Black Pleat Y-Fold Magnetic iPad Case for iPad Pro 4 2020 12.9 Inch,Y-Fold,Cases And Sleeves,Tablet Sleeves,,3.5,2499.0,5,11268.318898728974,4,9371.370267568444,705.0,3525.0,7743.318898728974,68.71760524635484,True,True,True,True,True,Continue (active Jul/Aug26)
SKPR-SL-CRIM-RED-DOB-SML,DailyObjects Crimson Red Skipper Sleeve Small For iPads/Tablet 28cm (11 inch),Skipper Sleeve,Cases And Sleeves,Laptop Bags and Sleeves,,7.0,1245.428571428571,10,11231.601687431452,8,9340.834161397324,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
SKPR-SL-MNKY-SOLDR-DO-ORNG-LARGE,Monkey Shoulder x DO Orange Skipper Sleeve Large For MacBook/Laptop upto 38.01cm (15 inch),Skipper Sleeve,Cases And Sleeves,Laptop Bags and Sleeves,,7.0,1241.857142857143,10,11199.393607345906,8,9314.04810335248,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
MNT-ENML-BMPR-MGSAF-AP-IPH16,Mint Enamel Bumper MagSafe iPhone 16 Case,Enamel,Cases And Sleeves,Designer Cases,iPhone 16,9.5,909.5263157894736,13,11131.75663916626,11,9257.797381458313,288.0,3744.0,7387.75663916626,66.36649433363452,True,True,True,True,True,Continue (active Jul/Aug26)
CRIM-RED-SCOU-CROSSBODY-BAG,DailyObjects Crimson Red Scout Crossbody Bag,Scout Crossbody Bag,Accessories,Phone Bags,,10.5,1384.7142857142858,9,11116.4972165626,8,10819.521228449768,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
GREY-CROSBODY-UTILITY-PHN-LNYARD-STRP,Grey Crossbody Utility Phone Lanyard - Strap,Phone Lanyard,Accessories,Phone Lanyards,,15.0,969.0,12,11113.056641750913,12,10816.17256821193,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
CAR-SMRT-KEY-RMT-CVR-SETOF2,Car Smart Key Remote Cover Set of 2,Keychain,Travel,Keychains,,20.0,799.0,14,11110.208948512676,16,12315.560504778376,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-2-0-THE-TINS-KNOT-AP-IPH17PRO,The Tinsel Knot Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,Stride 2.0,Cases And Sleeves,Designer Cases,iPhone 17 Pro,8.5,1004.8823529411764,11,11004.2126420275,10,9151.724591600738,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
OLIV-GRN-SCOU-CROSSBODY-BAG,DailyObjects Olive Green Scout Crossbody Bag,Scout Crossbody Bag,Accessories,Phone Bags,,10.5,1370.428571428571,9,11001.811389506349,8,10707.899220521882,,,,,True,True,True,True,False,Continue (active Jul/Aug26)
BEM-MGSAF-PHN-AP-IPH13PROMAX,Beam MagSafe Phone Case Cover for iPhone 13 Pro Max,Beam,Cases And Sleeves,Designer Cases,iPhone 13 Pro Max,10.5,813.2857142857143,14,11001.635995620656,12,9149.581706957151,140.0,1960.0,9041.635995620656,82.18446783023722,True,True,True,True,True,Continue (active Jul/Aug26)
KELP-COBLE-SLNG,Kelp Cobble Phone Sling,Cobble Phone Sling,Accessories,Phone Bags,,16.0,899.0,13,10997.606242514285,12,10703.806413564527,,,,,True,True,True,True,True,Continue (active Jul/Aug26)
SGE-GRN-PLAT-YFLD-MGNTC-IP-MINI6,Sage Green Pleat Y-Fold Magnetic iPad Case for iPad Mini 6,Y-Fold,Cases And Sleeves,Tablet Sleeves,,5.5,1549.0,8,10975.86953155222,6,9128.152860521275,494.0,3952.0,7023.86953155222,63.9937411005185,True,True,True,True,False,Continue (active Jul/Aug26)
SL-E-TRACTA-RED-SNPON-AP-IPPR11-2021,DailyObjects Terracotta Red SnapOn Envelope Sleeve For iPad Pro 11 2021,SnapOn Envelope,Cases And Sleeves,Tablet Sleeves,,8.5,999.0,11,10939.796481856409,10,9098.152475511051,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
