SKU,parent,cat,gross,units,deliv,days,is_mapped,base_gross,base_units,asp,cat_base,f_oct,f_nov,oct_gross,nov_gross,oct_units,nov_units,Sold_in_event,In_inventory_7Sep,In_projection_sheet,COGS,Product_Name,Phone_Model,Sub_Category,Brand,sep_hps_gross,oct_cogs_value,nov_cogs_value,oct_margin,oct_margin_pct,lifecycle,event_ratio,event_dependent
STRD-2-0-HELL-ESCA-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,1099.0,1.0,0.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,Hell Escape Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,2596.0,,,,,Continue (active Jul/Aug26),4.724294813466788,True
STRD-2-0-HEY-GOOD-LOO-AP-IPH17,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Hey Good Looking Stride 2.0 MagSafe Case Cover For iPhone 17,iPhone 17,Designer Cases,Apple,1298.0,,,,,Continue (active Jul/Aug26),2.362147406733394,False
STRD-2-0-HEY-GOOD-LOO-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,1099.0,1.0,0.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Hey Good Looking Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,iPhone 17 Pro,Designer Cases,Apple,4593.0,,,,,Continue (active Jul/Aug26),8.358507734303913,True
STRD-2-0-HEY-GOOD-LOO-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Hey Good Looking Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,3095.0,,,,,Continue (active Jul/Aug26),5.632393084622384,True
STRD-2-0-HEY-GOOD-LOO-DOB-SS-GLS23,Stride 2.0,Cases And Sleeves,499.0,1.0,1.0,1,True,249.5,0.5,499.0,34345120.5,1.2883232034218228,1.0714423217936824,321.4366392537448,267.32485928752374,1,1,False,False,False,,,Galaxy 23,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HEY-GOOD-LOO-DOB-SS-GLS24,Stride 2.0,Cases And Sleeves,599.0,1.0,1.0,1,True,299.5,0.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,385.852799424836,320.89697537720787,1,1,False,False,False,,,Galaxy 24,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HEY-GOOD-LOO-SS-GLS25ULTRA,Stride 2.0,Cases And Sleeves,799.0,1.0,1.0,1,True,399.5,0.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,514.6851197670183,428.0412075565761,1,1,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HEY-SIRI-DOB-AP-IPH17,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Hey Siri Stride 2.0 MagSafe Case Cover For iPhone 17,iPhone 17,Designer Cases,Apple,4193.0,,,,,Continue (active Jul/Aug26),7.630573248407643,True
STRD-2-0-HEY-SIRI-DOB-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Hey Siri Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,iPhone 17 Pro,Designer Cases,Apple,1198.0,,,,,Continue (active Jul/Aug26),2.1801637852593267,False
STRD-2-0-HEY-SIRI-DOB-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,2198.0,2.0,0.0,2,True,1099.0,1.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,1415.8672005605831,1177.515111651257,2,2,False,True,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HEY-SIRI-DOB-SS-GLS25ULTRA,Stride 2.0,Cases And Sleeves,799.0,1.0,1.0,1,True,399.5,0.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,514.6851197670183,428.0412075565761,1,1,False,False,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HOT-PSYC-DOB-AP-IPH17,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Hot Psycho Stride 2.0 MagSafe Case Cover For iPhone 17,iPhone 17,Designer Cases,Apple,4593.0,,,,,Continue (active Jul/Aug26),8.358507734303913,True
STRD-2-0-HOT-PSYC-DOB-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,6594.0,6.0,5.0,6,True,3297.0,3.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,4247.60160168175,3532.54533495377,4,4,True,True,False,,DailyObjects Hot Psycho Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,iPhone 17 Pro,Designer Cases,Apple,2097.0,,,,,Continue (active Jul/Aug26),0.6360327570518653,False
STRD-2-0-HOT-PSYC-DOB-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Hot Psycho Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,699.0,,,,,Continue (active Jul/Aug26),1.2720655141037307,False
STRD-2-0-HOT-PSYC-DOB-SS-GLS25,Stride 2.0,Cases And Sleeves,599.0,1.0,1.0,1,True,299.5,0.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,385.852799424836,320.89697537720787,1,1,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HOT-PSYC-DOB-SS-GLS25PLS,Stride 2.0,Cases And Sleeves,599.0,1.0,1.0,1,True,299.5,0.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,385.852799424836,320.89697537720787,1,1,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HOT-PSYC-DOB-SS-GLS25ULTRA,Stride 2.0,Cases And Sleeves,799.0,1.0,1.0,1,True,399.5,0.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,514.6851197670183,428.0412075565761,1,1,False,False,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HST-WHN-THYRES-SS-GLS25ULTRA,Stride 2.0,Cases And Sleeves,2397.0,3.0,1.0,3,True,1198.5,1.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,1544.0553593010548,1284.1236226697283,2,2,False,True,False,,DailyObjects Hustle When They Rest Stride 2.0 Case Cover For Samsung Galaxy S25 Ultra,Galaxy S25 Ultra,Designer Cases,Samsung,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HUST-WEN-THEY-RES-SS-GLS23ULTRA,Stride 2.0,Cases And Sleeves,1797.0,3.0,1.0,3,True,898.5,1.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,1157.558398274508,962.6909261316237,2,2,False,True,False,,,Galaxy 23,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HUST-WHN-THY-RES-SS-GLS24,Stride 2.0,Cases And Sleeves,2995.0,5.0,4.0,5,True,1497.5,2.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,1929.26399712418,1604.4848768860393,4,3,False,False,False,,,Galaxy 24,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HUST-WHN-THY-RES-SS-GLS24ULTRA,Stride 2.0,Cases And Sleeves,799.0,1.0,1.0,1,True,399.5,0.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,514.6851197670183,428.0412075565761,1,1,False,False,False,,,Galaxy 24,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HUST-WHN-THY-RES-SS-GLS25,Stride 2.0,Cases And Sleeves,599.0,1.0,1.0,1,True,299.5,0.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,385.852799424836,320.89697537720787,1,1,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HUST-WHNTHEY-RES-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,5495.0,5.0,4.0,5,True,2747.5,2.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,3539.6680014014582,2943.787779128142,4,3,True,True,False,,DailyObjects Hustle When They Rest Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,iPhone 17 Pro,Designer Cases,Apple,3794.0,,,,,Continue (active Jul/Aug26),1.3808917197452228,False
STRD-2-0-HUST-WHNTHEY-RES-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,1099.0,1.0,0.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Hustle When They Rest Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,3994.0,,,,,Continue (active Jul/Aug26),7.268425841674249,True
STRD-2-0-HYDE-CHAPST-SS-GLS23ULTRA,Stride 2.0,Cases And Sleeves,599.0,1.0,1.0,1,True,299.5,0.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,385.852799424836,320.89697537720787,1,1,False,True,False,,,Galaxy 23,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HYDE-CHAPST-SS-GLS24ULTRA,Stride 2.0,Cases And Sleeves,799.0,1.0,1.0,1,True,399.5,0.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,514.6851197670183,428.0412075565761,1,1,False,False,False,,,Galaxy 24,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HYDE-CITY-TAG-AP-IPH17,Stride 2.0,Cases And Sleeves,4396.0,4.0,4.0,4,True,2198.0,2.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,2831.7344011211667,2355.030223302514,3,3,True,True,False,,DailyObjects Hyderabad City Tag Stride 2.0 MagSafe Case Cover For iPhone 17,iPhone 17,Designer Cases,Apple,2396.0,,,,,Continue (active Jul/Aug26),1.0900818926296634,False
STRD-2-0-HYDE-CITY-TAG-AP-IPH17E,Stride 2.0,Cases And Sleeves,1998.0,2.0,1.0,2,True,999.0,1.0,999.0,34345120.5,1.2883232034218228,1.0714423217936824,1287.034880218401,1070.3708794718889,2,2,False,False,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HYDE-CITY-TAG-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,2198.0,2.0,2.0,2,True,1099.0,1.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,1415.8672005605831,1177.515111651257,2,2,True,True,False,,DailyObjects Hyderabad City Tag Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,iPhone 17 Pro,Designer Cases,Apple,4393.0,,,,,Continue (active Jul/Aug26),3.997270245677889,True
STRD-2-0-HYDE-CITY-TAG-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,2198.0,2.0,1.0,2,True,1099.0,1.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,1415.8672005605831,1177.515111651257,2,2,True,True,False,,DailyObjects Hyderabad City Tag Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,3195.0,,,,,Continue (active Jul/Aug26),2.907188353048226,False
STRD-2-0-HYDE-CITY-TAG-AP-IPHAIR,Stride 2.0,Cases And Sleeves,1099.0,1.0,0.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,True,False,,,iPhone Air,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HYDE-CITY-TAG-SS-GLS24,Stride 2.0,Cases And Sleeves,1797.0,3.0,3.0,3,True,898.5,1.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,1157.558398274508,962.6909261316237,2,2,False,False,False,,,Galaxy 24,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HYDE-CITY-TAG-SS-GLS25,Stride 2.0,Cases And Sleeves,1398.0,2.0,2.0,2,True,699.0,1.0,699.0,34345120.5,1.2883232034218228,1.0714423217936824,900.5379191918541,748.938182933784,2,2,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HYDE-CITY-TAG-SS-GLS25ULTRA,Stride 2.0,Cases And Sleeves,3995.0,5.0,5.0,4,True,1997.5,2.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,2573.425598835091,2140.2060377828807,4,3,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-HYPER-SDTH-AP-IPH17PRO,STRD-2-0-HYPER-SDTH-AP-IPH17PRO,Cases And Sleeves,1099.0,1.0,1.0,1,False,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,False,False,,,,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-I-DONT-CARE-AP-IPH17,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects I Don't Care Stride 2.0 MagSafe Case Cover For iPhone 17,iPhone 17,Designer Cases,Apple,699.0,,,,,Continue (active Jul/Aug26),1.2720655141037307,False
STRD-2-0-I-DONT-CARE-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,6594.0,6.0,6.0,6,True,3297.0,3.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,4247.60160168175,3532.54533495377,4,4,True,True,False,,DailyObjects I Don't Care Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,iPhone 17 Pro,Designer Cases,Apple,4493.0,,,,,Continue (active Jul/Aug26),1.3627540188049743,False
STRD-2-0-I-DONT-CARE-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects I Don't Care Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,699.0,,,,,Continue (active Jul/Aug26),1.2720655141037307,False
STRD-2-0-I-DONT-CARE-AP-IPHAIR,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,False,False,,,iPhone Air,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-INDO-CITY-TAG-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,True,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-INDO-CITY-TAG-SS-GLS25,Stride 2.0,Cases And Sleeves,599.0,1.0,1.0,1,True,299.5,0.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,385.852799424836,320.89697537720787,1,1,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-INDO-MANPST-AP-IPH17,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,True,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-INDO-MANPST-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,True,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-ITS-GIVI-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,2198.0,2.0,2.0,2,True,1099.0,1.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,1415.8672005605831,1177.515111651257,2,2,False,True,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-ITS-NOT-OVER-AP-IPH17,Stride 2.0,Cases And Sleeves,2198.0,2.0,1.0,2,True,1099.0,1.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,1415.8672005605831,1177.515111651257,2,2,True,True,False,,DailyObjects Its Not Over Stride 2.0 MagSafe Case Cover For iPhone 17,iPhone 17,Designer Cases,Apple,3195.0,,,,,Continue (active Jul/Aug26),2.907188353048226,False
STRD-2-0-ITS-NOT-OVER-AP-IPH17E,Stride 2.0,Cases And Sleeves,799.0,1.0,1.0,1,True,399.5,0.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,514.6851197670183,428.0412075565761,1,1,False,True,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-ITS-NOT-OVER-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,3297.0,3.0,3.0,3,True,1648.5,1.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,2123.800800840875,1766.272667476885,2,2,True,True,False,,DailyObjects Its Not Over Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,5192.0,,,,,Continue (active Jul/Aug26),3.149529875644525,True
STRD-2-0-ITS-NOT-OVER-AP-IPHAIR,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,False,False,,,iPhone Air,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JAIP-CITY-TAG-AP-IPH17,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Jaipur City Tag Stride 2.0 MagSafe Case Cover For iPhone 17,iPhone 17,Designer Cases,Apple,3794.0,,,,,Continue (active Jul/Aug26),6.904458598726115,True
STRD-2-0-JAIP-CITY-TAG-AP-IPH17E,Stride 2.0,Cases And Sleeves,1798.0,2.0,1.0,2,True,899.0,1.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,1158.2025598762186,963.2266472925204,2,2,False,True,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JAIP-CITY-TAG-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,2198.0,2.0,1.0,2,True,1099.0,1.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,1415.8672005605831,1177.515111651257,2,2,True,True,False,,DailyObjects Jaipur City Tag Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,iPhone 17 Pro,Designer Cases,Apple,3794.0,,,,,Continue (active Jul/Aug26),3.4522292993630574,True
STRD-2-0-JAIP-CITY-TAG-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Jaipur City Tag Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,1997.0,,,,,Continue (active Jul/Aug26),3.6342129208371245,True
STRD-2-0-JAIP-CITY-TAG-DOB-SS-GLS23,Stride 2.0,Cases And Sleeves,499.0,1.0,1.0,1,True,249.5,0.5,499.0,34345120.5,1.2883232034218228,1.0714423217936824,321.4366392537448,267.32485928752374,1,1,False,False,False,,,Galaxy 23,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JAIP-CITY-TAG-SS-GLS24,Stride 2.0,Cases And Sleeves,1198.0,2.0,2.0,2,True,599.0,1.0,599.0,34345120.5,1.2883232034218228,1.0714423217936824,771.7055988496719,641.7939507544157,2,2,False,False,False,,,Galaxy 24,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JAIP-CITY-TAG-SS-GLS25,Stride 2.0,Cases And Sleeves,599.0,1.0,1.0,1,True,299.5,0.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,385.852799424836,320.89697537720787,1,1,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JAIP-CITY-TAG-SS-GLS25ULTRA,Stride 2.0,Cases And Sleeves,799.0,1.0,0.0,1,True,399.5,0.5,799.0,34345120.5,1.2883232034218228,1.0714423217936824,514.6851197670183,428.0412075565761,1,1,False,False,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JAIP-JAN-MANP-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,True,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JAIP-JAN-MANP-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,1099.0,1.0,0.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,True,False,,,iPhone 17,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JAMM-BHI-FPOS-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,1099.0,1.0,1.0,1,True,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,True,True,False,,DailyObjects Jammu Bhimgarh Fort Postcard Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,599.0,,,,,Continue (active Jul/Aug26),1.0900818926296634,False
STRD-2-0-JAMM-BHI-FRPOS-SS-GLS23,Stride 2.0,Cases And Sleeves,599.0,1.0,0.0,1,True,299.5,0.5,599.0,34345120.5,1.2883232034218228,1.0714423217936824,385.852799424836,320.89697537720787,1,1,False,True,False,,,Galaxy 23,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JET-RANG-AP-IPH17,Stride 2.0,Cases And Sleeves,23576.0,24.0,19.0,18,True,11788.0,12.0,982.3333333333334,34345120.5,1.2883232034218228,1.0714423217936824,15186.753921936448,12630.162089303927,16,13,True,True,False,,DailyObjects Jet Ranger Stride 2.0 MagSafe Case Cover For iPhone 17,iPhone 17,Designer Cases,Apple,23564.0,,,,,Continue (active Jul/Aug26),1.998982015609094,False
STRD-2-0-JET-RANG-AP-IPH17E,Stride 2.0,Cases And Sleeves,3097.0,3.0,1.0,2,True,1548.5,1.5,1032.3333333333333,34345120.5,1.2883232034218228,1.0714423217936824,1994.9684804986923,1659.1284352975172,2,2,True,False,False,,DailyObjects Jet Ranger Stride 2.0 MagSafe Case Cover For iPhone 17e,iPhone 17e,Designer Cases,Apple,699.0,,,,,Continue (active Jul/Aug26),0.4514045850823378,False
STRD-2-0-JET-RANG-AP-IPH17PRO,Stride 2.0,Cases And Sleeves,11988.0,12.0,7.0,9,True,5994.0,6.0,999.0,34345120.5,1.2883232034218228,1.0714423217936824,7722.209281310406,6422.225276831332,8,7,True,True,False,,DailyObjects Jet Ranger Stride 2.0 MagSafe Case Cover For iPhone 17 Pro,iPhone 17 Pro,Designer Cases,Apple,16574.0,,,,,Continue (active Jul/Aug26),2.7650984317650984,False
STRD-2-0-JET-RANG-AP-IPH17PROMAX,Stride 2.0,Cases And Sleeves,12288.0,12.0,12.0,7,True,6144.0,6.0,1024.0,34345120.5,1.2883232034218228,1.0714423217936824,7915.45776182368,6582.941625100384,8,7,True,True,False,,DailyObjects Jet Ranger Stride 2.0 MagSafe Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,Designer Cases,Apple,12880.0,,,,,Continue (active Jul/Aug26),2.0963541666666665,False
STRD-2-0-JET-RANG-SS-GLS25,Stride 2.0,Cases And Sleeves,11781.0,19.0,16.0,17,True,5890.5,9.5,620.0526315789474,34345120.5,1.2883232034218228,1.0714423217936824,7588.867829756247,6311.330996525686,13,11,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JET-RANG-SS-GLS25PLS,Stride 2.0,Cases And Sleeves,1198.0,2.0,1.0,2,True,599.0,1.0,599.0,34345120.5,1.2883232034218228,1.0714423217936824,771.7055988496719,641.7939507544157,2,2,False,True,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JET-RANG-SS-GLS25ULTRA,Stride 2.0,Cases And Sleeves,12784.0,16.0,16.0,11,True,6392.0,8.0,799.0,34345120.5,1.2883232034218228,1.0714423217936824,8234.961916272292,6848.659320905218,11,9,False,False,False,,,Galaxy 25,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JHOO-MEL-DOB-AP-IPH17PRO,STRD-2-0-JHOO-MEL-DOB-AP-IPH17PRO,Cases And Sleeves,1099.0,1.0,1.0,1,False,549.5,0.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,707.9336002802917,588.7575558256285,1,1,False,False,False,,,,Cases And Sleeves,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
STRD-2-0-JUST-A-DRAG-AP-IPH17,Stride 2.0,Cases And Sleeves,2198.0,2.0,2.0,2,True,1099.0,1.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,1415.8672005605831,1177.515111651257,2,2,True,True,False,,DailyObjects Just A Drag Stride 2.0 MagSafe Case Cover For iPhone 17,iPhone 17,Designer Cases,Apple,3095.0,,,,,Continue (active Jul/Aug26),2.816196542311192,False
