Sku Code,SKU Name,Model,Department,Brand,Category Name,SKU Status,COGS,Selling Price,Website Status,Oct,Nov,oct_rev,nov_rev
KHAKI-BEGE-CLVE-FELD-TOTE-BAG,Khaki Beige-Clove Field Tote Bag,,D.G,Field Tote Bag,New Canvas,,,1799.2921052631577,active,60.18235359361136,57.17323591393079,108285.63369714074,102871.3520122837
PRVCY-GLAS-PROTC-AP-IPH17PROMAX,iPhone 17 Pro Max - Sheath Privacy Glass Screen Protector,iPhone 17 Pro Max,M.A,Tempered,Tempered Glass Privacy,Under Discussion,260.0,879.0,Active,123.0716205533597,116.9180395256917,108179.95446640317,102770.956743083
BLK-BEGE-LTHER-MGSAF-CRD-WLET,Black-Beige Leather MagSafe Card Wallet,,M.A,New Leatherite,AirPods Case Cover,Under Discussion,369.0,1198.0,Active,90.28648833961502,85.77216392263426,108163.2130308588,102755.05237931585
ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO7TH-13,Atlantic Blue Pleat Y-Fold Magnetic iPad Case for iPad Pro 7th Gen 13 Inch,iPad Pro 7th Gen 13 Inch,M.A,Atlantic Blue-Pleat Y-Fold Covers,iPad Pleat Y-Fold,Continue,726.0,2329.0,Active,46.33016304347826,44.01365489130434,107902.94972826086,102507.8022418478
KIYO-ACTI-BOTTL-TEAL-650ML,Teal KIYO Active Bottle - 650 ML,,M.A,Generic Products,Bottle,Continue,441.0,699.0,Active,153.8688892347557,146.17544477301792,107554.35357509424,102176.63589633952
LAGON-PVT-AMBT-MSG-BAG,Pivot Ambit Messenger - Lagoon,,D.G,Pivot Ambit Messenger,PIVOT COLLECTION,,,4274.0,active,25.151494565217387,23.893919836956517,107497.4877717391,102122.61338315216
VALE-VEGN-LTHER-TRAY-BLK,Valet Vegan Leather Tray (Black),,D.G,Tray,Tray Leather Black,,,643.2524999999997,active,164.7778504880213,156.53895796362022,105993.76427104587,100694.07605749357
NEW-CORL-TRCK-NYLN-AP-WATCHBND-38,New Coral Track Nylon Apple WatchBand (38/40/41mm),38 mm+,M.A,Track Nylon Watch Band,IP Watch band,Continue,700.0,2473.0,Active,42.322969948849114,40.206821451406654,104664.70468350386,99431.46944932865
SEATH-PRTCTR-APLCTOR-AP-IPH17PRO,iPhone 17 Pro - Sheath Screen Protector with Applicator Tray,iPhone 17 Pro,M.A,Tempered,Tempered Glass,Continue,166.0,716.0,Active,145.79268783600398,138.50305344420377,104387.56449057885,99168.1862660499
LAGON-BSLT-PVT-KEY-TOTE,Lagoon-Basalt Pivot Key Tote,,D.G,Pivot Key Tote,PIVOT COLLECTION,,,3975.726666666667,active,26.09955533596838,24.79457756916996,103764.69813735178,98576.4632304842
STRI-WDEN-TRAY,Striate Wooden Tray,,D.G,Platform Wooded Tray,Tray,,,1498.6455,active,68.7208621541502,65.28481904644268,102988.2108234375,97838.80028226561
RFLX-MAGSF-SHLD-AP-IPH17PROMAX,DailyObjects Reflex MagSafe Shield Case Cover For iPhone 17 Pro Max,iPhone 17 Pro Max,M.A,Generic-Reflex Case,Reflex Phone Case,Continue,292.0,1219.0,Active,84.3294356187291,80.11296383779263,102797.58201923076,97657.70291826922
MESA-MNTR-STND-BLUE,Mesa Monitor Stand - (Blue),,D.G,Platform Mesa,Stands,,,4275.982727272727,active,23.988441381987574,22.789019312888193,102574.16100357317,97445.4529533945
MESA-MNTR-STND-IVRY,Mesa Monitor Stand - (Ivory),,D.G,Platform Mesa,Stands,,,4368.72705882353,active,23.475627090301007,22.301845735785957,102558.6072922487,97430.67692763626
CORL-PVT-LAPTOP-SLEVE-MED,Coral Pivot Laptop Sleeve - Medium,,D.G,Pivot Laptop Sleeve Medium,PIVOT COLLECTION,,,1926.8952941176472,active,53.15869565217392,50.50076086956522,102431.24049360615,97309.67846892583
PINE-STRA-SLEVE-MED,Pine Stria Laptop Sleeve - Medium,,D.G,Stria Laptop Sleeve - Medium,New-Category,,,1423.4770491803279,active,71.82649616368286,68.23517135549872,102243.36881204142,97131.20037143935
NAVY-BLUE-DOB-PILT-BACKPACK,DailyObjects Midnight Blue Pilot Backpack,,D.G,Pilot Backpack,Pilot Backpack Midnight Blue,,,2041.6999999999998,active,50.00733844959389,47.50697152711419,102099.98291253584,96994.98376690903
INDGO-STCK-PHN-AP-IPH16,Indigo Stack Phone Case Cover for iPhone 16,iPhone 16,M.A,Stack Phone Case,Stack Eco System,Continue,670.0,1464.0,Active,69.64279150197629,66.16065192687748,101957.0467588933,96859.19442094862
BSLT-PVT-CARYPACK,Pivot Carrypack - Basalt,,D.G,Pivot Carrypack,PIVOT COLLECTION,,,3999.0,active,25.4194099378882,24.14843944099379,101652.22034161491,96569.60932453416
RE-X-DO-VULT-TECH-ORGNISER-MED,Royal Enfield x DO Vault Tech Organizer Medium,,D.G,RE Marsal Medium,Royal Enfield,,,2043.2801000000002,active,48.80793617614269,46.36753936733555,99728.28471078246,94741.87047524334
LIGHT-GREY-FLSH-PUCH,Light Grey Flash Pouch,,D.G,Reflective Flash Pouch,Reflective Collection,End of life,,1006.4630909090909,active,98.08474205770911,93.18050495482365,98718.6726624228,93782.73902930167
SGE-GRN-PLAT-YFLD-MGNTC-IP-MINI7-8-3,Sage Green Pleat Y-Fold Magnetic iPad Case for iPad Mini 7 2024 8.3 Inch,iPad Mini 7 2024 8.3 Inch,M.A,Sage Green-Pleat Y-Fold Covers,iPad Pleat Y-Fold,Continue,514.0,1655.0,Active,59.51059782608696,56.53506793478261,98490.03940217392,93565.53743206522
CABLE-PROTECTOR,Cable Protector - Set of 2,,M.A,Silicone Products,Cable Accessories,Continue,50.0,295.0,Active,332.9345937945005,316.28786410477545,98215.70516937764,93304.91991090876
NAVY-FELD-DUFLE-BAG,Navy Field Duffle Bag,,D.G,Field Duffle Bag,New Canvas,,,2922.0341176470583,active,33.54431438127091,31.86709866220736,98017.63107515247,93116.74952139484
NTURL-WHT-MSTRD-9TO9-BACKPACK,Natural White - Mustard 9 to 9 Backpack,,D.G,9To9 Backpack,Fleet 2.0 Collection,,,2624.31,active,37.33037655279503,35.46385772515528,97966.48049126552,93068.15646670225
SLTE-GRAY-STRA-SLEVE-LARGE,Slate Gray Stria Laptop Sleeve - Large,,D.G,Stria Laptop Sleeve - Large,New-Category,,,1412.0704651162791,active,68.82440057544757,65.38318054667519,97184.90333192136,92325.6581653253
DEEP-SEA-POLE-CNVRTBL-TOTPACK,Deep Sea Pole Convertible Totepack,,D.G,Pet TotePack,PET Collection,,,3052.7485714285717,active,31.833510529891306,30.24183500339674,97179.70379368209,92320.71860399797
HAZE-WHT-BLK-DOM-ARPDPRO2,Dome AirPods Pro 2 Case Cover - Haze White,,M.A,Dome AirPod Case,AirPods Case Cover,Under Discussion,493.0,1316.0,Active,73.143,69.48585,96256.188,91443.3786
SEATH-PRTCTR-APLCTOR-AP-IPH15,iPhone 15 - Sheath Screen Protector with Applicator Tray,iPhone 15,M.A,Tempered,Tempered Glass,Continue,166.0,665.0,Active,143.59802125506076,136.41812019230773,95492.68413461541,90718.04992788464
POP-33W-TWN-PRT-GN-DSK-ADPTR-BLK,POP 33W Twin Port GaN Desk Adapter - Black,,M.A,POP Charging System,Wireless Charger,Continue,470.0,1411.0,Active,67.30434782608695,63.939130434782605,94966.43478260869,90218.11304347825
NAVY-BLUE-DOB-TXI-PUCH-SML,DailyObjects Navy Blue Tiny Taxi Organiser,,D.G,Taxi Pouch Small,Tiny Taxi Organiser Navy Blue,,,819.2138983050847,active,113.95636313348501,108.25854497681075,93354.6364792521,88686.90465528949
SGE-GRN-PLAT-YFLD-MGNTC-IPPRO7TH-13,Sage Green Pleat Y-Fold Magnetic iPad Case for iPad Pro 7th Gen 13 Inch,iPad Pro 7th Gen 13 Inch,M.A,Sage Green-Pleat Y-Fold Covers,iPad Pleat Y-Fold,Continue,712.0,2402.0,Active,38.75726269241156,36.81939955779098,93094.94498717257,88440.19773781394
SPRNG-GRDN-TRCK-NYLN-AP-WATCHBND-42,Spring Garden Track Nylon Apple WatchBand (42/44/45/46/49mm),42 mm+,M.A,Track Nylon Watch Band,IP Watch band,Continue,700.0,2443.0,Active,37.979258433283356,36.080295511619184,92783.32835251123,88144.16193488566
CLVE-FELD-DAYPACK,Clove Field Daypack,,D.G,Field Daypack,New Canvas,,,2362.615,active,39.17323369565217,37.21457201086956,92551.26952785325,87923.70605146058
DESK-TRIO-BUNDLE-BLK,Desk Trio Bundle - Limited Edition (Black),,D.G,Desk Trio Bundle,Desk Trio Bundle black,,,1964.4970270270267,active,47.037164967593846,44.685306719214154,92404.37073861792,87784.15220168703
CRBN-STCK-SGNTUR-PHN-AP-IPH16PRO,Carbon Stack Signature Phone Case Cover for iPhone 16 Pro,iPhone 16 Pro,M.A,Stack Signature Phone Case,Stack Eco System,Continue,670.0,1869.0,Active,49.09244565217391,46.63782336956521,91753.78092391303,87166.09187771738
CHCKIN-PASPRT-WLLT-BLK,Check-in Passport Wallet - Black,,D.G,Passport Wallet- Check In,Compact Passport Black,,,913.1404347826086,active,100.39197639830981,95.3723775783943,91671.972977038,87088.3743281861
GRN-URBNGNTLMAN-LEATHER-WLT,Forest Green UrbanGentleman Leather Men's Wallet,,D.G,UrbanGentleman,UrbanGentleman Green,End of life,,1212.651489361702,active,74.31685144525407,70.60100887299137,90120.44058975972,85614.41856027173
CRMSON-RED-CIT-CMPT-MSG-BAG,Crimson Red City Compact Fleet Messenger Bag,,D.G,Fleet Messenger Bag,Fleet Messenger Bag,,,3072.5,active,29.295419254658384,27.830648291925463,90010.17565993789,85509.66687694099
SPCE-BLUE-STRA-SLEVE-LARGE,Space Blue Stria Laptop Sleeve - Large,,D.G,Stria Laptop Sleeve - Large,New-Category,,,1494.6956140350876,active,59.80553056477268,56.81525403653404,89391.0642302071,84921.51101869674
ARET-LAPTOP-STND-IVRY,Arete Laptop Stand - (Ivory),,D.G,Platform Arete,Stands,,,2625.7545833333334,active,33.59243718030691,31.91281532129156,88205.49589152794,83795.22109695154
INDGO-STCK-PHN-AP-IPH16PRO,Indigo Stack Phone Case Cover for iPhone 16 Pro,iPhone 16 Pro,M.A,Stack Phone Case,Stack Eco System,Continue,670.0,1657.0,Active,53.20408695652174,50.543882608695654,88159.17208695653,83751.2134826087
INDGO-STCK-SGNTUR-PHN-GO-PIXEL10,Indigo Stack Signature Phone Case Cover for Google Pixel 10,Google Pixel 10,M.A,Stack Phone Case,Stack Eco System,Continue,670.0,1692.0,Active,51.84888586956523,49.256441576086964,87728.31489130437,83341.89914673915
SND-PVOT-CROSBODY,Sand Pivot Crossbody,,D.G,Pivot Crossbody,PIVOT COLLECTION,,,1969.881875,active,44.04009740259741,41.83809253246754,86753.78964661121,82416.10016428067
SL-E-SLIM-BLK-BLUE-DOB-MC-A13,DailyObjects Black-Blue SnapOn Envelope Sleeve For Macbook Air/Pro 33.02cm (13 inch),,D.G,Snapon Sleeves 13,Macbook Sleeves Designer 13,,,1328.5953333333334,active,65.22245341614907,61.961330745341606,86654.24723724638,82321.53487538405
ALIG-EASY-DOB-SQURE-POUCH,DailyObjects Alligator Easy Square Pouch,,D.G,Recess Squre Pouch,Recess Collection,End of life,,606.6755714285713,active,141.87486483741048,134.78112159553996,86072.01469658733,81768.41396175795
SCRLT-STRA-SLEVE-MED,Scarlet Stria Laptop Sleeve - Medium,,D.G,Stria Laptop Sleeve - Medium,New-Category,,,1699.0,active,50.36591595970308,47.84762016171793,85571.69121553554,81293.10665475875
BLK-URBAN-TECH-FLIO,Urbane Tech Folio - Black,,D.G,Folio Case,Folio Case,,,1809.363896103896,active,47.279903123895366,44.9159079677006,85546.54972366609,81269.22223748278
SND-PVT-MRDAN-CNVRTBL-BREFCASE,Pivot Meridian Convertible Briefpack - Sand,,D.G,Pivot Convertible Briefcase,PIVOT COLLECTION,,,5293.725555555556,active,16.114775815217392,15.309037024456522,85307.20055506492,81041.84052731168
SAP-GRN-VGN-LTHR-ZIP-WALLET,Sap Green Vegan Leather Zip Wallet,,D.G,Zip Wallet,Zip Wallet,End of life,,967.4240476190475,active,87.96888586956523,83.57044157608696,85103.21563247283,80848.05485084919
IVORY-OLIV-CMUTE-MSG-LARGE,Ivory - Olive Commute Messenger Large,,D.G,Commute Messenger Large,Fleet 2.0 Collection,,,3340.8907142857142,active,25.463478260869568,24.19030434782609,85070.69807515529,80817.16317139752
HNTR-GRN-ARAY-PLNR,Hunter Green Array Organiser,,D.G,Array Planner,Array Planner & Organiser,,,1863.8776923076923,active,45.640857400027365,43.358814530025995,85068.97596570746,80815.52716742209
CORL-PVT-TRVL-SLNG,Pivot Travel Sling - Coral,,D.G,Pivot Travel Sling Bag,PIVOT COLLECTION,,,1704.0262745098037,active,49.882752620725206,47.388614989688946,85001.52111058852,80751.4450550591
NVYBLUE-LTHER-MGSAF-CRD-WLET,Navy Blue Leather MagSafe Card Wallet,,M.A,New Leatherite,AirPods Case Cover,Under Discussion,369.0,1303.0,Active,63.80542313664597,60.61515197981367,83138.4663470497,78981.5430296972
INDGO-STCK-PHN-LANYARD,Indigo Stack Phone Lanyard,,M.A,Stack Phone Lanyard,Stack Eco System,Continue,643.0,2466.0,Active,33.71226708074534,32.026653726708076,83134.45062111801,78977.72809006211
TURF-FELT-DESK-MAT-BLUE,Turf Felt Mini Desk Mat (Blue),,D.G,Desk Mat- Mini Felt,Desk Mat Blue,,,688.0302564102565,active,120.77016414062258,114.73165593359145,83093.52700038132,78938.85065036225
INDGO-STCK-SGNTUR-PHN-AP-IPH16PRO,Indigo Stack Signature Phone Case Cover for iPhone 16 Pro,iPhone 16 Pro,M.A,Stack Signature Phone Case,Stack Eco System,Continue,670.0,1896.0,Active,43.81513043478261,41.62437391304348,83073.48730434783,78919.81293913044
FELT-DESK-TRIO-BUNDLE,Felt Desk Trio Bundle - Limited Edition,,D.G,Desk Trio Bundle,Desk Trio Bundle,,,1369.903725490196,active,60.407291078486736,57.3869265245624,82752.17309518966,78614.56444043017
OSGO-FLDIG-LAPTOP-TBLT-STND-SLVR,Osgo - Folding Laptop/Tablet Stand (Silver),,M.A,Generic Products,Stands,Continue,478.0,1440.0,Active,56.80089673913043,53.96085190217391,81793.29130434782,77703.62673913043
CORL-PVOT-TAIGA-BACKPACK,Pivot Taiga Backpack - Coral,,D.G,Pivot Taiga Backpack,PIVOT COLLECTION,,,3993.431666666667,active,20.407764945652175,19.387376698369565,81497.01477985735,77422.16404086447
STRD-3-0-CLR-MEGSAF-AP-IPH16,DailyObjects Stride 3.0 Clear MagSafe Phone Case Cover For iPhone 16,iPhone 16,M.A,Generic-Stride 3.0 Case,Stride 3.0,Continue,255.0,931.0,Active,87.05386580313568,82.70117251297889,81047.14906271931,76994.79160958335
CRBN-STCK-SGNTUR-PHN-SS-GLS26,Carbon Stack Signature Phone Case Cover for Samsung Galaxy S26,Samsung Galaxy S26,M.A,Stack Phone Case,Stack Eco System,Continue,670.0,1799.0,Active,45.04807274247493,42.79566910535118,81041.4828637124,76989.40872052677
NAVY-FELD-DAYPACK,Navy Field Daypack,,D.G,Field Daypack,New Canvas,,,2287.427894736842,active,34.76389751552795,33.02570263975155,79519.90890679143,75543.91346145186
RE-X-DO-VULT-TECH-ORGNISER-SMALL,Royal Enfield X DO Vault Tech Organiser - Small,,D.G,RE Tech Organiser - Small,Royal Enfield,,,1739.5017142857143,active,45.56529092071611,43.2870263746803,79260.90166851296,75297.85658508731
MDNIT-BLU-MRCH-CROSSBODY-BAG-RGLR,Midnight Blue March Crossbody Bag Regular,,D.G,March Regular Crossbody,Fleet 2.0 Collection,,,1280.4751282051282,active,61.4648777173913,58.39163383152174,78704.24717528916,74769.0348165247
OLIVE-GRN-CLVE-FELD-TOTE-BAG,Olive Green-Clove Field Tote Bag,,D.G,Field Tote Bag,New Canvas,,,1767.8726315789474,active,44.42862343454632,42.207192262819,78544.1474286615,74616.94005722842
CORL-PVT-CLASIC-TOTE,Pivot Classic Tote - Coral,,D.G,Pivot Classic Tote,PIVOT COLLECTION,,,3864.865714285714,active,20.31524650621118,19.29948418090062,78515.69969911824,74589.91471416231
INDGO-STCK-PHN-SS-GLS26ULTRA,Indigo Stack Phone Case Cover for Samsung Galaxy S26 Ultra,Samsung Galaxy S26 Ultra,M.A,Stack Phone Case,Stack Eco System,Continue,670.0,1699.0,Active,45.90156521739131,43.60648695652174,77986.75930434783,74087.42133913044
TAN-URBNGNTLMAN-LEATHER-WLT,Cider Brown UrbanGentleman Leather Men's Wallet,,D.G,UrbanGentleman,Urban Gentlemen Tan,End of life,,1213.6377272727273,active,63.890054347826094,60.695551630434785,77539.38035402668,73662.41133632534
SEGRAS-PVT-AMBT-MSG-BAG,Pivot Ambit Messenger - Seagrass,,D.G,Pivot Ambit Messenger,PIVOT COLLECTION,,,4289.0199999999995,active,18.07121739130435,17.167656521739133,77507.81281565219,73632.42217486957
LAGON-PVT-LUNAR-DAYPACK,Pivot Lunar Daypack - Lagoon,,D.G,Pivot Lunar Daypack,PIVOT COLLECTION,,,3226.43,active,23.87726902173913,22.683405570652173,77038.33708980978,73186.42023531928
YELW-MARSAL-TECH-KIT-LTHRT,Yellow Marshal Tech Kit Organiser - Leatherite,,D.G,Marsal Tech Kit,Tech Kit,,,1830.1284210526312,active,42.08391304347826,39.97971739130435,77018.9653299771,73168.01706347824
COLRBLCK-PUFT-BGUET-BAG,Colourblock Puft Baguette Bag,,D.G,Puft Baguette Bag,Puft Collection,,,3398.682727272727,active,22.64744565217391,21.515073369565215,76971.48235489128,73122.90823714672
STRD-3-0-CLR-MEGSAF-AP-IPH15,DailyObjects Stride 3.0 Clear MagSafe Phone Case Cover For iPhone 15,iPhone 15,M.A,Generic-Stride 3.0 Case,Stride 3.0,Continue,255.0,928.0,Active,82.30760869565218,78.19222826086957,76381.46086956523,72562.38782608695
IVRY-MRCH-CROSSBODY-BAG-LARG,Ivory March Crossbody Bag Large,,D.G,March Large Crossbody,Fleet 2.0 Collection,,,1594.2768421052626,active,47.21041666666667,44.849895833333335,75266.473997807,71503.15029791664
MNT-GRN-FELD-BACKPACK,Mint Green Field Backpack,,D.G,Field Backpack,New Canvas,,,3066.3821428571428,active,24.47863318746471,23.254701528091474,75060.843687592,71307.80150321241
CLOVE-CIT-CMPT-MSG-BAG,Clove City Compact Fleet Messenger Bag,,D.G,Fleet Messenger Bag,Fleet Messenger Bag,,,2992.0227272727275,active,25.051339285714292,23.798772321428576,74954.1764914773,71206.46766690342
CRBN-STCK-SGNTUR-PHN-AP-IPH15,Carbon Stack Signature Phone Case Cover for iPhone 15,iPhone 15,M.A,Stack Phone Case,Stack Eco System,Continue,670.0,1641.0,Active,45.594571611253194,43.31484303069053,74820.69201406649,71079.65741336317
CRBN-STCK-SGNTUR-PHN-GO-PIXEL10,Carbon Stack Signature Phone Case Cover for Google Pixel 10,Google Pixel 10,M.A,Stack Phone Case,Stack Eco System,Continue,670.0,1709.0,Active,43.691199832775915,41.506639841137115,74668.26051421404,70934.84748850334
BLK-TEMPA-ARTAG-CASE,Black Tempa AirTag Case,,M.A,Silicone Products,AirTag Case,Under Discussion,48.0,497.0,Active,148.9559394409938,141.5081424689441,74031.10190217392,70329.54680706521
RED-MARSAL-TECH-KIT-LTHRT,Red Marshal Tech Kit Organiser - Leatherite,,D.G,Marsal Tech Kit,Tech Kit,,,1768.3446666666666,active,41.76709753231493,39.67874265569918,73858.62416341559,70165.69295524481
CLVE-MRCH-CROSSBODY-BAG-RGLR,Clove March Crossbody Bag Regular,,D.G,March Regular Crossbody,Fleet 2.0 Collection,,,1247.4098076923076,active,58.98999360613811,56.0404939258312,73584.69658000319,69905.46175100302
BSLT-PVT-CLASIC-TOTE,Pivot Classic Tote - Basalt,,D.G,Pivot Classic Tote,PIVOT COLLECTION,,,3644.489411764706,active,20.141815856777498,19.13472506393862,73406.63462374004,69736.30289255304
PRWNKL-PUFT-LAPTOP-BAG,Periwinkle Puft Laptop Bag,,D.G,Puft Laptop Bag,Puft Collection,,,2443.005882352941,active,29.939918478260875,28.44292255434783,73143.39695955884,69486.2271115809
SLAT-STCK-PHN-GO-PIXEL10,Slate Stack Phone Case Cover for Google Pixel 10,Google Pixel 10,M.A,Stack Phone Case,Stack Eco System,Continue,670.0,1575.0,Active,46.419126729249015,44.098170392786564,73110.1245985672,69454.61836863884
BLK-LTHER-AP-ARPD4,Black Leatherite AirPods 4 Case Cover,,M.A,New Leatherite,AirPods Case Cover,Under Discussion,377.0,1398.0,Active,52.2870652173913,49.67271195652173,73097.31717391303,69442.45131521737
SND-BSLT-PVT-KEY-TOTE,Sand-Basalt Pivot Key Tote,,D.G,Pivot Key Tote,PIVOT COLLECTION,,,3910.143076923077,active,18.469544042913608,17.546066840767928,72218.5597733245,68607.63178465828
RED-BLK-TRGNO-MUSE-PAD,Red-Black Trigono Mouse Pad,,D.G,Mouse PAD,Mouse Pad,,,673.8516666666667,active,107.16534782608696,101.8070804347826,72213.54824152174,68602.87082944566
ALIG-IDYL-DOB-TOTE-BAG,DailyObjects Alligator Idyll Tote,,D.G,Recess Tote Bag,Recess Collection,End of life,,2965.644375,active,24.287882905138343,23.073488759881425,72029.22331828218,68427.76215236807
CNRY-POP-TRCK-NYLN-AP-WATCHBND-42,Canary Pop Track Nylon Apple WatchBand (42/44/45/46/49mm),42 mm+,M.A,Track Nylon Watch Band,IP Watch band,Continue,700.0,2464.0,Active,28.953994773712893,27.506295035027247,71342.64312242856,67775.51096630713
CRMSON-RED-FELD-DUFLE-BAG,Crimson Red Field Duffle Bag,,D.G,Field Duffle Bag,New Canvas,,,2879.58125,active,24.65021739130435,23.41770652173913,70982.30380842392,67433.18861800272
SCRLT-STRA-SLEVE-LARGE,Scarlet Stria Laptop Sleeve - Large,,D.G,Stria Laptop Sleeve - Large,New-Category,,,1799.0,active,39.40751358695652,37.437137907608694,70894.11694293478,67349.41109578805
NTURL-WHT-CLVE-9TO9-BACKPACK,Natural White - Clove 9 to 9 Backpack,,D.G,9To9 Backpack,Fleet 2.0 Collection,,,2548.0191666666665,active,27.798040547740836,26.408138520353795,70829.94011142082,67288.44310584977
PRVCY-GLAS-PROTC-AP-IPH17,iPhone 17 - Sheath Privacy Glass Screen Protector,iPhone 17,M.A,Tempered,Tempered Glass Privacy,Under Discussion,260.0,888.0,Active,79.30927367354458,75.34380998986735,70426.63502210758,66905.30327100221
WALNT-ELPS-LTHR-AP-WATCHBND-38,Walnut Ellipse Leather Apple WatchBand (38/40/41mm),38 mm+,M.A,Ellipse Leather Watch Band,IP Watch band,Continue,1005.0,2973.0,Active,23.66033653846154,22.47731971153846,70342.18052884616,66825.07150240384
TURF-FELT-DESK-MAT-BLK,Turf Felt Mini Desk Mat (Black),,D.G,Desk Mat- Mini Felt,Felt Desk Mat Black,,,692.7861764705882,active,100.66670169634864,95.6333666115312,69740.49936611865,66253.47439781271
CAMB-KEY-CHAN-CLIP-TAN,Camper Keychain Clip (Tan),,D.G,Camper Keychain,Camper Keychain Clip (Tan),End of life,,360.1377499999999,active,193.17326798418972,183.51460458498022,69568.98609197311,66090.53678737444
KHAKI-BEGE-FELD-DUFLE-BAG,Khaki Beige Field Duffle Bag,,D.G,Field Duffle Bag,New Canvas,,,2799.4381481481482,active,24.83892663043478,23.596980298913042,69535.03876829207,66058.28682987747
CRMSON-GRY-LTHER-MGSAF-CRD-WLET,Crimson-Grey Leather MagSafe Card Wallet,,M.A,New Leatherite,AirPods Case Cover,Under Discussion,369.0,1299.0,Active,53.09971644612476,50.44473062381852,68976.53166351606,65527.70508034026
INDGO-STCK-PHN-GO-PIXEL10,Indigo Stack Phone Case Cover for Google Pixel 10,Google Pixel 10,M.A,Stack Phone Case,Stack Eco System,Continue,670.0,1572.0,Active,43.81513043478261,41.62437391304348,68877.38504347827,65433.515791304344
GRN-OLIV-LTHER-MGSAF-CRD-WLET,Green-Olive Leather MagSafe Card Wallet,,M.A,New Leatherite,AirPods Case Cover,Under Discussion,369.0,1187.0,Active,57.93138366627496,55.03481448296121,68764.55241186838,65326.32479127496
MINT-GRN-MRCH-CROSSBODY-BAG-LARG,Mint Green March Crossbody Bag Large,,D.G,March Large Crossbody,Fleet 2.0 Collection,,,1654.595185185185,active,41.12246788537551,39.066344491106726,68041.03736607471,64638.98549777097
SEGRAS-PVT-CLASIC-TOTE,Pivot Classic Tote - Seagrass,,D.G,Pivot Classic Tote,PIVOT COLLECTION,,,3999.0,active,17.004864130434783,16.154620923913043,68002.45165760869,64602.32907472826
MARSAL-TECH-CASE-YELW,Marshal Tech Kit Organiser - Yellow,,D.G,Marsal Tech Kit,Tech Kit Yellow,,,1654.7063333333333,active,41.07201086956522,39.01841032608696,67962.11650860508,64564.01068317482
LAGON-PVT-CARY-ALL-PUCH-LRG,Lagoon Pivot Carry All Pouch - Large,,D.G,Pivot Pouch Large,PIVOT COLLECTION,,,1272.6294444444443,active,53.32403656126483,50.65783473320159,67861.7390244977,64468.65207327281
SL-E-SLIM-SPCE-BLUE-DOB-MC-A13,DailyObjects Space Blue SnapOn Envelope Sleeve For Macbook Air/Pro 33.02cm (13 inch),,D.G,Snapon Sleeves 13,Macbook Sleeves Designer 13,,,1267.738108108108,active,53.524360697940516,50.84814266304349,67854.87176890307,64462.12818045793
TANGRIN-STRA-SLEVE-MED,Tangerine Stria Laptop Sleeve - Medium,,D.G,Stria Laptop Sleeve - Medium,New-Category,,,1404.592558139535,active,48.29965759532046,45.88467471555444,67841.33961907479,64449.272638121045
NVY-GRN-SYSTEM-TOT,Navy-Green System Tote,,D.G,System Tote Bag,Classic Tote Bag Designer,,,3939.99,active,17.201947463768114,16.341850090579708,67775.50098777172,64386.72593838314
ARET-LAPTOP-STND-RED,Arete Laptop Stand - (Red),,D.G,Platform Arete,Stands,,,2585.446,active,26.137005247376308,24.830154985007493,67575.81566880808,64197.02488536768
BLK-DOB-SOL-BOX-SHLDR-BAG,DailyObjects Black - Sol Box Shoulder Bag,,D.G,Box Shoulder Bag,Box Shoulder Bag,,,1596.0707142857143,active,42.26176049939427,40.14867247442456,67452.75826724,64080.120353878
WRM-GRY-TRCK-NYLN-AP-WATCHBND-38,Warm Grey Track Nylon Apple WatchBand (38/40/41mm),38 mm+,M.A,Track Nylon Watch Band,IP Watch band,Continue,700.0,2448.0,Active,27.408605072463768,26.038174818840577,67096.26521739131,63741.451956521734
TRACTA-RED-LOG-BIFLD-WLT,DailyObjects Terracotta Red Log Bi-Fold Wallet,,D.G,Log Bi-Fold Leather Wallet,Log Bi-Fold Leather Wallet,,,882.07,active,75.77475296442688,71.98601531620554,66838.63634733202,63496.70452996542
CHRY-ELPS-LTHR-AP-WATCHBND-42,Cherry Ellipse Leather Apple WatchBand (42/44/45/46/49mm),42 mm+,M.A,Ellipse Leather Watch Band,IP Watch band,Continue,1005.0,2970.0,Active,22.39341847826087,21.273747554347825,66508.45288043478,63183.03023641304
CIRQ-PHN-PEN-STND-GRN,Cirque Phone and Pen Stand - (Green),,D.G,Platform Cirque,Stands,,,2626.948666666666,active,25.25782608695652,23.99493478260869,66351.01256202898,63033.461933927516
MNT-ADJSTBLE-PHN-STND-IVRY,Mount Adjustable Phone Stand - (Ivory),,D.G,Platform Phone Mount,Stands,,,1766.4836842105265,active,37.385461956521745,35.51618885869566,66040.808572869,62738.768144225556
PRVCY-GLAS-PROTC-AP-IPH16PRO,iPhone 16 Pro - Sheath Privacy Glass Screen Protector,iPhone 16 Pro,M.A,Tempered,Tempered Glass Privacy,Under Discussion,260.0,872.0,Active,75.56501257944915,71.78676195047669,65892.69096927966,62598.05642081567
PRVCY-GLAS-PROTC-AP-IPH17PRO,iPhone 17 Pro - Sheath Privacy Glass Screen Protector,iPhone 17 Pro,M.A,Tempered,Tempered Glass Privacy,Under Discussion,260.0,883.0,Active,74.4975,70.772625,65781.2925,62492.227875000004
